Date,Open,High,Low,Close,Adj Close,Volume
2024-03-05,336.2099914550781,336.9700012207031,332.010009765625,332.7300109863281,332.7300109863281,1468200
2024-03-06,333.42999267578125,340.8399963378906,333.42999267578125,339.82000732421875,339.82000732421875,2449800
2024-03-07,343.760009765625,347.989990234375,338.7300109863281,342.739990234375,342.739990234375,2072700
2024-03-08,342.0299987792969,345.8500061035156,340.8599853515625,341.7900085449219,341.7900085449219,1485100
2024-03-11,340.8699951171875,344.42999267578125,339.6199951171875,342.2699890136719,342.2699890136719,1326500
2024-03-12,342.0799865722656,345.04998779296875,341.0,343.94000244140625,343.94000244140625,1313500
2024-03-13,345.79998779296875,349.1300048828125,344.44000244140625,348.7200012207031,348.7200012207031,1584200
2024-03-14,348.510009765625,350.2200012207031,347.3900146484375,349.510009765625,349.510009765625,1527700
2024-03-15,346.0299987792969,353.1000061035156,345.8500061035156,352.04998779296875,352.04998779296875,3818800
2024-03-18,350.510009765625,354.1600036621094,349.92999267578125,352.6300048828125,352.6300048828125,1499100
2024-03-19,353.9800109863281,354.42999267578125,351.30999755859375,352.3699951171875,352.3699951171875,1134600
2024-03-20,351.54998779296875,354.7799987792969,351.0799865722656,353.8299865722656,353.8299865722656,1049400
2024-03-21,354.1099853515625,355.3500061035156,352.7099914550781,353.7200012207031,353.7200012207031,1290800
2024-03-22,353.6700134277344,355.7699890136719,351.3299865722656,351.7799987792969,351.7799987792969,1102300
2024-03-25,353.0799865722656,355.80999755859375,352.29998779296875,355.54998779296875,355.54998779296875,1034000
2024-03-26,355.0400085449219,359.8299865722656,354.5400085449219,357.7300109863281,357.7300109863281,1205100
2024-03-27,359.989990234375,364.7099914550781,359.45001220703125,363.3399963378906,363.3399963378906,1467500
2024-03-28,363.95001220703125,365.7099914550781,363.1499938964844,363.19000244140625,363.19000244140625,1162700
2024-04-01,362.69000244140625,364.3500061035156,359.92999267578125,364.0799865722656,364.0799865722656,1036800
2024-04-02,359.95001220703125,364.6499938964844,359.0899963378906,363.0899963378906,363.0899963378906,2054800
2024-04-03,364.3699951171875,364.5199890136719,360.3299865722656,361.07000732421875,361.07000732421875,1567500
2024-04-04,364.1099853515625,364.1400146484375,359.8299865722656,360.3699951171875,360.3699951171875,1147900
